zho,eng,zho_reverse,zho_eng_jaccard,eng_zho_jaccard,zh_nsubjs,en_nsubjs,rev_nsubjs
"（新华网记者 毕尚宏摄）
",The Chinese government has also been trying to get the Chinese government to stop the violence.,"为了让中国政府停止暴力,",0.4444444444444444,0.3333333333333333,1,2,0
"  加拉帕戈斯群岛诞生于四五百万年前的海底火山喷发
",The Galapagos Islands were formed by an undersea volcanic eruption four to five million years ago.,加拉帕戈斯群岛在400万至500万年前发生了海底火山喷发.,0.2,0.5714285714285714,1,0,1
"身处赤道、洋流交汇赋予这里与众不同的气候，而其远离大陆的地理环境也孕育了独特的生态系统，当地丰富的动植物资源也成为英国生物学家查尔斯·达尔文进化论思想的重要灵感来源
","Its location on the equator and ocean currents give it a unique climate, while its geographical environment away from the mainland also fosters a unique ecosystem, and the rich flora and fauna of the area are an important source of inspiration for the evolutionary ideas of British biologist Charles Darwin.","它位于赤道和海洋电流上,它拥有独特的气候,而距离大陆的地理环境也促进了独特的生态系统,该地区丰富的植物和动物是英国生物学家查尔斯·达尔文的进化思想的重要灵感来源.",0.5333333333333333,0.7333333333333333,3,3,4
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　路透社说，达尔奇耶夫有望出任眼下空缺的俄罗斯驻美大使一职
","According to Reuters, Darcheev is expected to serve as the Russian ambassador to the United States, a position currently vacant.","据路透社报道,达尔切耶夫预计将担任俄罗斯驻美国大使,",0.14285714285714285,0.5555555555555556,2,0,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  多名基层受访法律工作者坦言，法官身处司法一线，处理很多矛盾冲突激烈的案件，承受着巨大压力和风险
","The judges, who have been interviewed by several law professionals at the grassroots level, have been on the judicial front, handling many conflicting and violent cases that have been subject to enormous pressure and risk.","许多法律专业人士在基层面面面试过这些法官,",0.09090909090909091,0.45454545454545453,3,2,1
"社会各界需加强对司法人员的理解和支持，为其提供更好的工作环境和安全保障
",The need for greater understanding and support of the judiciary in society is to provide them with a better working environment and security.,"需要更深入地理解和支持司法机构,以提供更好的工作环境和安全.",0.7777777777777778,0.5555555555555556,1,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　“首先你们的球队可以直接晋级决赛阶段的比赛，这非常重要，你们可以更加从容地备战，让球员得到更好的锻炼和成长
","It is very important that you first get your team to the final stage of the competition, and it is very important that you can be more tolerant and prepare for the fight, so that the players get better training and grow.","让球员们更好地训练和成长,非常重要的是要更加宽容,为比赛做好准备.",0.08333333333333333,0.4166666666666667,2,5,0
"此外，举办赛事对于足球从业者来说，也将是一个非常好的提升，在赛事的筹备和举办期间，亚足联、中国足协以及地方足协的专业人士并肩工作，大家都会在短时间内收获很多
","In addition, hosting the tournament will be a very good upgrade for football practitioners, and during the preparation and hosting of the tournament, professionals from the AFC, the Chinese Football Association and the local association will work side by side and everyone will get a lot of things done in a short time.","足球运动员们将会非常好地升级比赛, 在比赛的准备和举办期间,",0.6923076923076923,0.3333333333333333,2,2,1
"更不用说，球迷可以在家门口看到亚洲最高水平的赛事
",The event is also a great opportunity for fans to see the highest level of Asian events at their doorstep.,"对于球迷来说,这也是一个很好的机会,",0.45454545454545453,0.4,1,2,1
"”
",What is it?,什么是?,0.3333333333333333,0.3333333333333333,0,1,0
"  从“支持灵活就业”，到“保障灵活就业者”，劳动者权益保护越来越具体、越来越深化、越来越全面
","From supporting flexible employment to ensuring flexible employers, protecting workers' rights is becoming more specific, deeper and more comprehensive.","从支持灵活就业到确保灵活的雇主,保护工人的权利越来越具体,更深入,更全面.",0.14285714285714285,0.6666666666666666,2,0,1
"国家、社会、企业不同层面的力量汇聚，共同撑起新就业形态劳动者权益保护的大伞
","The forces of different levels of the nation, society and enterprise are coming together to raise the barrier to protect workers' rights in the new form of employment.","各国各级的力量,社会和企业都在团结起来,以提高保护新形式的劳动力权利的障碍.",0.8,0.8,1,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"　　声明说，库尔特和达尔奇耶夫商定近期就跟进上述议题举行后续会晤
",The statement said that Kurth and Darjeev had agreed to hold a follow-up meeting on the above issues in the near future.,"声明说,库尔特和达尔杰夫同意在不久的将来对上述问题进行后续会议.",0.09090909090909091,0.8181818181818182,2,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “无需手动输入，确认无误后提交即可，整个流程非常丝滑
","The process is very smooth, without manual input, and can be submitted after confirmation of error.","过程非常顺利,没有手动输入,并且可以在确认错误后提交.",0.125,0.625,1,1,1
"”孙先生感叹
",Mr. Hsuon exclaimed.,先生喊道.,1.0,0.5,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “我给它打满分！”悉尼当地演员沃伦对影片赞不绝口
",The film was praised by local Sydney actor Warren.,这部电影被悉尼当地演员沃伦赞扬.,0.2,0.5714285714285714,2,0,1
"“我喜欢这个故事和整部电影的氛围
",I love the atmosphere of the story and the whole movie.,我喜欢故事和整个电影的氛围.,0.7142857142857143,0.7142857142857143,1,1,1
"这真是太棒了，绝对值得一看
","It's amazing, and it's definitely worth a look.","这很棒,值得一看.",0.7142857142857143,0.7142857142857143,1,2,1
"”
",What is it?,什么是?,0.3333333333333333,0.3333333333333333,0,1,0
"  丝滑的服务体验背后，是依靠改革打通业务流程的堵点
",The smooth service experience behind the platform is a stalemate on the need for reforms to drive business processes.,平台的流服务经验是对推动业务流程的改革需要的局.,0.09090909090909091,0.6363636363636364,1,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  培育新兴产业和未来产业——这是占据竞争制高点、塑造新优势的关键
",The key to building up emerging industries and future industries is to take the high points of competition and shape new advantages.,"建立新兴产业和未来产业的关键是,要抓住竞争的高点,并形成新的优势.",0.1111111111111111,0.8888888888888888,0,1,1
