eng,zho
"Compared to liquid electrolytic liquid lithium batteries, solid-state lithium batteries can improve the energy density and safety of the battery, and have wide potential for applications in areas such as low-volume economics.","与液态电解液态电池相比,固态电池可以提高电池的能量密度和安全性,并且具有广泛的应用潜力,例如低体积经济学."
Technicians said the team had developed samples to try to industrialize early.,"技术人员说,团队已经开发了样本,"
The first is,第一个是
"The New York Times reports that the White Wine Group is actively controlling the goods, breaking the industry's squeeze inertial, setting targets to become competitive under weak demand, and calls on wineries to reduce growth targets by focusing on actual sales.","纽约时报报道说,白葡萄酒集团正在积极控制商品,打破行业压力惰性,设定在需求疲软下成为竞争力目标,并呼吁酒厂通过专注于实际销售来减少增长目标."
The first is,第一个是
"Since this year, various sectors have been deepening their understanding of the regularity of economic work, unifying all kinds of growth resources and stock resources to promote growth, drive growth, promote the coordination of the adjustment of the stock structure and optimize the growth resources, and work to expand the space for development.","自今年以来,各部门都在深化对经济工作的规律性的理解,并将各种增长资源和库存资源统一起来,促进增长,推动增长,促进调整库存结构的协调,优化增长资源,并努力扩大发展空间."
The first is,第一个是
"From the preparation to the hosting of the tournament, we were all impressed with the organization of the event, and we are very pleased to work with the Chinese Football Association and the Shenzhen Football Association, who are very professional, and this is one of the most successful Asian football events.","从筹备到举办比赛,我们都对举办活动感到印象深刻,我们很高兴与中国足球协会和深足球协会合作,"
What is it?,什么是?
"Since the 18th Party, we have gradually established the right to own, contract and operate rural land, steadily and carefully promoting the pilot reform of rural home base, promoting the integration of rural collective development land with state-owned construction land, and firmly promoting land exports to increase the use of agricultural profits.","自十八个党以来,我们逐步建立了拥有,承包和运营农村土地的权利,稳步和仔细推动农村原产地试点改革,促进农村集体开发土地与国有建筑土地的集成,并坚定推动土地出口以增加农业利的使用."
The first is,第一个是
The first of these was the first of the two seeds that were transported by forklifts.,"首先是两种种子中第一种,"
The news was reported by the news agency Xinhua.,"据新华社报道,"
"According to Xi, China has been organizing artillery training against the sea-based bombs on the basis of repeated security notices, and its actions are in full compliance with international law and international common practice.","根据习近平的说法,中国在反复的安全通知基础上一直在组织对海底炸弹的炮兵训练,其行动完全符合国际法和国际常规做法."
"International law does not specify the timing of the announcement of the training in advance, and practices vary from country to country.","国际法律没有预先规定宣布培训的时间,"
The Chinese fleet is being treated as a legitimate and appropriate force.,现在中国舰队被视为合法的和适当的部队.
The first is,第一个是
"In terms of enhancing the quality of green, low-carbon development of financial services, the implementation of the project is aimed at optimizing the supply of bank credit, establishing the bank's functional positioning, exploiting the service characteristics and developing the characteristics of green financial products.","为了提高金融服务的绿色低碳发展质量,该项目的实施旨在优化银行信贷供应,建立银行的功能定位,利用服务特征和开发绿色金融产品特征."
